CustomerKey,GeographyKey,Title,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,TotalChildren,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,Phone,DateFirstPurchase,CommuteDistance
11135,302,MR.,MARCUS,HARRIS,5/2/2001,S,M,marcus14@adventure-works.com,30000,0,Partial High School,Clerical,0,2,9068 Quiet Place Drive,442-555-0119,9/19/2022,5-10 Miles
11136,53,MS.,BRIANNA,MORGAN,4/24/2000,S,F,brianna30@adventure-works.com,40000,0,High School,Skilled Manual,0,2,9005 Eagle Ct.,954-555-0117,6/6/2022,0-1 Miles
11137,641,MRS.,JASMINE,TAYLOR,1/17/2000,M,F,jasmine7@adventure-works.com,40000,0,High School,Skilled Manual,1,2,2457 Matterhorn Court,557-555-0146,1/1/2023,5-10 Miles
11138,325,MRS.,LAUREN,DAVIS,3/14/2000,M,F,lauren23@adventure-works.com,40000,0,High School,Skilled Manual,0,2,8105 Pembrook Court,832-555-0121,2/20/2023,0-1 Miles
11139,28,MS.,TANYA,MORENO,11/5/1965,S,F,tanya2@adventure-works.com,30000,2,Partial College,Clerical,0,2,6155 Wilbur Drive,1 (11) 500 555-0185,2/15/2023,5-10 Miles
11140,301,MR.,JAVIER,ALVAREZ,8/11/1998,S,M,javier1@adventure-works.com,30000,0,Partial High School,Clerical,0,2,8935 Etcheverry Dr.,763-555-0134,8/20/2022,5-10 Miles
11141,314,MRS.,NICOLE,RAMIREZ,12/19/1998,M,F,nicole42@adventure-works.com,40000,0,High School,Skilled Manual,0,2,1101 C Street,152-555-0162,10/17/2022,0-1 Miles
11142,51,MR.,EDUARDO,PATTERSON,2/11/1999,S,M,eduardo55@adventure-works.com,40000,0,High School,Skilled Manual,0,2,6255 Macalvey Dr.,190-555-0184,7/17/2022,0-1 Miles
11143,334,MR.,JONATHAN,HENDERSON,8/4/1998,M,M,jonathan4@adventure-works.com,40000,0,High School,Skilled Manual,1,2,165 East Lane Road,149-555-0113,11/16/2022,5-10 Miles
11144,607,MR.,EDWARD,HERNANDEZ,3/8/2001,S,M,edward48@adventure-works.com,40000,0,High School,Skilled Manual,0,2,7607 Pine Hollow Road,178-555-0196,6/28/2022,0-1 Miles
11145,536,MS.,JASMINE,COLEMAN,6/6/2001,S,F,jasmine46@adventure-works.com,40000,0,High School,Skilled Manual,0,2,1961 Oak Grove Road,857-555-0115,6/28/2022,0-1 Miles
11146,8,MS.,KARLA,GOEL,2/22/1961,S,F,karla20@adventure-works.com,40000,2,Bachelors,Management,1,2,3272 Corrie Lane,1 (11) 500 555-0137,7/9/2022,5-10 Miles
11147,40,MR.,ERNEST,WU,8/4/1960,M,M,ernest6@adventure-works.com,60000,2,Graduate Degree,Management,1,1,1832 RiverRock Dr,1 (11) 500 555-0139,10/13/2020,0-1 Miles
11148,22,MR.,ROSS,VAZQUEZ,2/13/1963,M,M,ross32@adventure-works.com,40000,2,Bachelors,Management,1,2,1201 Paso Del Rio Way,1 (11) 500 555-0163,8/8/2022,5-10 Miles
11149,25,MR.,THEODORE,GILL,10/18/1962,M,M,theodore14@adventure-works.com,40000,2,Bachelors,Management,1,2,9120 Pinewood Court,1 (11) 500 555-0194,11/5/2022,0-1 Miles
11150,39,MR.,RUSSELL,SHEN,9/12/1962,S,M,russell6@adventure-works.com,40000,2,Bachelors,Management,1,2,4755 Easley Drive,1 (11) 500 555-0191,8/28/2022,5-10 Miles
11151,18,MS.,MELINDA,GILL,8/25/1963,S,F,melinda9@adventure-works.com,60000,2,Graduate Degree,Management,0,1,805 Rainier Dr.,1 (11) 500 555-0117,10/15/2020,0-1 Miles
11152,633,MR.,JAMES,WILLIAMS,7/9/1997,S,M,james77@adventure-works.com,40000,0,High School,Skilled Manual,1,2,6827 Seagull Court,355-555-0153,6/12/2022,5-10 Miles
11153,635,MRS.,ANGELA,JAMES,12/21/1997,M,F,angela34@adventure-works.com,40000,0,High School,Skilled Manual,1,2,8877 Weatherly Drive,847-555-0111,8/30/2022,5-10 Miles
11154,553,MS.,MEGAN,WALKER,2/18/1998,S,F,megan25@adventure-works.com,40000,0,Partial College,Skilled Manual,1,1,6898 Holiday Hills,918-555-0186,6/13/2022,5-10 Miles
11155,301,MR.,HUNTER,ROBINSON,7/25/1997,S,M,hunter50@adventure-works.com,40000,0,Partial College,Skilled Manual,0,1,8356 Mori Court,891-555-0125,6/9/2022,1-2 Miles
11156,334,MS.,MARIA,ROBERTS,8/6/1997,S,F,maria47@adventure-works.com,40000,0,Partial College,Skilled Manual,0,1,9452 Mariposa Ct.,158-555-0199,6/11/2022,1-2 Miles
11157,642,MRS.,HANNAH,LONG,12/8/1996,M,F,hannah32@adventure-works.com,40000,0,High School,Skilled Manual,1,2,1832 Preston Ct.,974-555-0177,12/25/2022,5-10 Miles
11158,361,MR.,JASON,WRIGHT,4/6/1997,S,M,jason46@adventure-works.com,40000,0,High School,Skilled Manual,1,2,6771 Bundros Court,694-555-0176,6/22/2022,5-10 Miles
11159,385,MS.,BRIANNA,HUGHES,3/16/1997,S,F,brianna57@adventure-works.com,40000,0,High School,Skilled Manual,0,2,6793 Bonifacio St.,319-555-0183,2/9/2023,1-2 Miles
11160,311,MR.,MAURICE,TANG,7/8/1995,S,M,maurice4@adventure-works.com,40000,0,Partial College,Skilled Manual,0,1,2886 Chaparral Court,947-555-0172,7/25/2022,5-10 Miles
11161,311,MS.,EMILY,WOOD,10/20/1995,S,F,emily27@adventure-works.com,40000,0,Partial College,Skilled Manual,0,1,1562 Black Walnut,184-555-0114,11/2/2022,1-2 Miles
11162,331,MR.,CHASE,COX,9/2/1995,S,M,chase10@adventure-works.com,40000,0,Partial College,Skilled Manual,1,1,P.O. Box 8070,764-555-0116,7/22/2022,5-10 Miles
11163,372,MR.,GABRIEL,WANG,6/18/1996,M,M,gabriel21@adventure-works.com,40000,0,Partial College,Skilled Manual,1,1,8002 Crane Court,617-555-0150,10/2/2022,5-10 Miles
11164,374,MR.,DEVIN,BROOKS,11/2/1995,S,M,devin63@adventure-works.com,40000,0,Partial College,Skilled Manual,0,1,4231 Highland Dr.,502-555-0138,9/28/2022,1-2 Miles
11165,348,MRS.,JOCELYN,ALEXANDER,1/15/1995,M,F,jocelyn18@adventure-works.com,60000,0,Partial College,Skilled Manual,0,1,3376 Bank Way,354-555-0134,10/26/2022,1-2 Miles
11166,631,MS.,ASHLEY,MARTINEZ,10/22/1993,S,F,ashley18@adventure-works.com,70000,0,Partial College,Skilled Manual,0,2,6993 Whyte Park Ave.,131-555-0194,3/16/2023,0-1 Miles
11167,618,MS.,JASMINE,BARNES,1/29/1994,S,F,jasmine43@adventure-works.com,80000,0,Bachelors,Management,0,1,9183 Via Del Sol,178-555-0156,6/10/2022,0-1 Miles
11168,348,MR.,DAVID,RODRIGUEZ,11/12/1989,S,M,david83@adventure-works.com,80000,0,Bachelors,Management,0,1,38 Shangri-la Rd.,730-555-0128,6/18/2022,0-1 Miles
11169,312,MR.,BRYCE,RICHARDSON,12/20/1989,M,M,bryce8@adventure-works.com,90000,4,Bachelors,Management,1,1,1841 Blackwood Drive,178-555-0176,10/27/2022,0-1 Miles
11170,612,MRS.,CAROL,HOWARD,8/4/1989,M,F,carol5@adventure-works.com,90000,4,Bachelors,Management,1,1,6281 Edward Ave,845-555-0127,1/27/2023,0-1 Miles
11171,385,MR.,JONATHAN,HILL,10/5/1994,S,M,jonathan43@adventure-works.com,100000,1,Bachelors,Management,1,2,3731 Chinquapin Ct,134-555-0196,1/20/2021,1-2 Miles
11172,626,MRS.,GABRIELLE,ADAMS,5/20/1989,M,F,gabrielle58@adventure-works.com,100000,1,Bachelors,Management,1,2,5621 Arcadia Pl.,403-555-0152,10/4/2022,1-2 Miles
11173,552,MS.,SARAH,THOMAS,2/28/1989,S,F,sarah13@adventure-works.com,110000,0,Graduate Degree,Management,0,4,5636 Mt. Whitney Dr.,868-555-0188,8/3/2022,0-1 Miles
11174,338,MR.,NICHOLAS,ROBINSON,1/9/1989,M,M,nicholas19@adventure-works.com,110000,0,Graduate Degree,Management,1,0,1318 Lasalle Street,949-555-0138,12/14/2022,2-5 Miles
11175,300,MR.,LUIS,WANG,9/1/1984,S,M,luis24@adventure-works.com,70000,0,Partial College,Skilled Manual,1,2,6943 Patterson Blvd.,418-555-0127,1/28/2021,5-10 Miles
11176,50,MR.,MASON,ROBERTS,1/21/1995,M,M,mason25@adventure-works.com,90000,4,Bachelors,Management,1,1,5753 Megan Dr.,539-555-0162,7/6/2022,1-2 Miles
11177,359,MR.,JOSE,FLORES,1/1/1964,M,M,jose6@adventure-works.com,110000,2,Graduate Degree,Management,1,2,3991 Rambling Rose Drive,157-555-0182,8/30/2022,5-10 Miles
11178,334,MR.,NATHAN,JOHNSON,8/20/1970,M,M,nathan55@adventure-works.com,100000,2,Graduate Degree,Management,1,3,8927 Daylight Place,117-555-0182,7/25/2022,1-2 Miles
11179,300,MRS.,MOLLY,RODRIGUEZ,12/8/1975,M,F,molly18@adventure-works.com,120000,2,Graduate Degree,Management,1,3,5556 Riverland Dr.,135-555-0185,8/13/2022,5-10 Miles
11180,307,MRS.,APRIL,ANAND,7/1/1964,M,F,april18@adventure-works.com,160000,1,Bachelors,Management,1,4,3531 Brookview Drive,702-555-0144,8/18/2022,0-1 Miles
11181,338,MR.,DEVIN,MARTIN,2/1/1976,M,M,devin13@adventure-works.com,170000,2,Graduate Degree,Management,1,2,1085 Greenbelt Way,735-555-0197,10/8/2022,0-1 Miles
11182,638,MS.,STEPHANIE,TORRES,2/22/1966,S,F,stephanie19@adventure-works.com,70000,4,Bachelors,Management,1,2,6968 Mildred Ln.,567-555-0176,1/29/2023,10+ Miles
11183,368,MS.,JASMINE,LEE,1/12/1966,S,F,jasmine19@adventure-works.com,70000,4,Bachelors,Management,1,2,7502 Contuti Avenue,147-555-0199,10/1/2022,10+ Miles
11184,311,MS.,MEGHAN,HERNANDEZ,11/13/1971,S,F,meghan3@adventure-works.com,70000,4,Bachelors,Management,1,2,5872 L St.,967-555-0188,1/11/2023,10+ Miles
11185,53,MS.,ASHLEY,HENDERSON,4/7/1966,S,F,ashley31@adventure-works.com,70000,4,Bachelors,Management,1,2,8834 San Jose Ave.,173-555-0121,7/25/2022,10+ Miles
11186,352,MS.,SARAH,PRICE,11/18/1965,S,F,sarah25@adventure-works.com,70000,4,Bachelors,Management,1,2,4815 Paraiso Ct.,180-555-0133,3/20/2023,10+ Miles
11187,612,MRS.,JENNIFER,COOPER,8/21/1965,M,F,jennifer63@adventure-works.com,60000,4,Graduate Degree,Management,1,2,2429 Longview Road,857-555-0111,9/4/2022,10+ Miles
11188,361,MRS.,CATHERINE,MORRIS,3/6/1966,M,F,catherine16@adventure-works.com,60000,4,Graduate Degree,Management,0,2,6542 Stonewood Drive,795-555-0117,4/3/2023,1-2 Miles
11189,609,MR.,LAWRENCE,BLANCO,1/12/1966,S,M,lawrence14@adventure-works.com,60000,4,Graduate Degree,Management,1,2,7502 Contuti Avenue,656-555-0171,1/26/2021,10+ Miles
11190,300,MR.,CARSON,BRYANT,12/20/1965,M,M,carson17@adventure-works.com,70000,5,Bachelors,Management,1,2,2995 Youngsdale Dr.,240-555-0142,1/29/2023,10+ Miles
11191,310,MS.,KRISTI,PEREZ,6/17/1967,S,F,kristi39@adventure-works.com,70000,5,Bachelors,Management,1,3,1769 Lislin Ct,123-555-0181,1/11/2021,10+ Miles
11192,637,MR.,JAMES,BROWN,3/13/1967,M,M,james79@adventure-works.com,60000,4,Bachelors,Management,1,2,673 Old Mountain View Dr.,725-555-0117,11/24/2022,2-5 Miles
11193,553,MR.,IAN,GRAY,8/13/1966,M,M,ian72@adventure-works.com,60000,4,Bachelors,Management,1,2,5941 Gill Dr.,596-555-0190,7/29/2022,2-5 Miles
11194,352,MRS.,JACQUELINE,PRICE,12/8/1966,M,F,jacqueline0@adventure-works.com,60000,4,Bachelors,Management,1,2,872 Mark Twain Dr,266-555-0112,8/14/2022,2-5 Miles
11195,635,MRS.,MEGAN,HENDERSON,8/10/1967,M,F,megan55@adventure-works.com,60000,5,Bachelors,Management,1,3,8411 Mt. Olivet Place,560-555-0150,9/15/2022,10+ Miles
11196,536,MR.,ALFREDO,ROMERO,12/5/1967,M,M,alfredo10@adventure-works.com,60000,5,Bachelors,Management,1,3,2499 Greendell Pl,342-555-0110,8/4/2022,10+ Miles
11197,637,MRS.,ANDREA,MORRIS,12/16/1967,M,F,andrea18@adventure-works.com,70000,3,Bachelors,Management,0,1,1883 Green View Court,715-555-0178,10/3/2022,1-2 Miles
11198,368,MS.,BROOKE,SANDERS,5/25/1968,S,F,brooke3@adventure-works.com,70000,4,Bachelors,Management,1,1,5192 Dumbarton Drive,215-555-0156,7/9/2022,10+ Miles
11199,302,MRS.,JACQUELINE,BENNETT,11/2/1973,M,F,jacqueline1@adventure-works.com,70000,4,Bachelors,Management,1,1,8948 Chinquapin Court,413-555-0174,8/19/2022,10+ Miles
11200,69,MR.,JASON,GRIFFIN,5/21/1969,M,M,jason18@adventure-works.com,70000,4,Bachelors,Management,1,1,7239 Nicholas Drive,232-555-0160,7/11/2022,1-2 Miles
11201,369,MRS.,AMANDA,FOSTER,2/14/1969,M,F,amanda37@adventure-works.com,70000,4,Bachelors,Management,1,1,3984 San Francisco,505-555-0159,12/2/2022,10+ Miles
11202,334,MRS.,ALEXIA,PRICE,8/22/1974,M,F,alexia0@adventure-works.com,80000,5,Bachelors,Management,0,2,2079 Wellington Ct,552-555-0118,2/16/2023,1-2 Miles
11203,60,MR.,LUIS,DIAZ,8/18/1975,M,M,luis21@adventure-works.com,40000,2,High School,Professional,1,2,3682 Diablo View Road,171-555-0126,7/24/2022,10+ Miles
11204,536,MRS.,DESTINY,RIVERA,11/29/1969,M,F,destiny33@adventure-works.com,40000,2,High School,Professional,1,2,6965 Appalachian Drive,743-555-0111,1/10/2023,2-5 Miles
11205,612,MRS.,ABBY,FERNANDEZ,1/21/1970,M,F,abby13@adventure-works.com,40000,2,High School,Professional,1,2,8330 Glenside Court,134-555-0119,12/28/2022,10+ Miles
11206,626,MR.,BLAKE,FLORES,3/24/1970,M,M,blake60@adventure-works.com,60000,2,Partial College,Professional,1,1,9410 Ferry St.,975-555-0163,10/12/2022,10+ Miles
11207,635,MS.,DANIELLE,COX,1/16/1970,S,F,danielle12@adventure-works.com,60000,2,Partial College,Professional,1,1,2346 Wren Ave,396-555-0158,7/4/2022,10+ Miles
11208,325,MRS.,MARIA,REED,8/3/1969,M,F,maria4@adventure-works.com,60000,2,Bachelors,Management,1,0,1413 Bridgeview St,156-555-0163,8/5/2022,10+ Miles
11209,336,MRS.,ALLISON,EVANS,7/12/1969,M,F,allison21@adventure-works.com,60000,2,Bachelors,Management,1,0,3515 Sutton Circle,988-555-0151,8/26/2022,10+ Miles
11210,383,MR.,EDWARD,WOOD,12/6/1969,M,M,edward50@adventure-works.com,70000,4,Partial College,Professional,1,2,1039 Adelaide St.,229-555-0114,10/7/2022,10+ Miles
11211,50,MRS.,SAMANTHA,RUSSELL,10/8/1976,M,F,samantha42@adventure-works.com,40000,2,High School,Professional,1,2,9256 Village Oaks Dr.,547-555-0121,7/5/2022,2-5 Miles
11212,53,MRS.,CHLOE,CAMPBELL,5/5/1971,M,F,chloe4@adventure-works.com,40000,2,High School,Professional,1,2,3562 East Ave.,205-555-0169,7/3/2022,2-5 Miles
11213,614,MS.,STEPHANIE,MURPHY,11/11/1970,S,F,stephanie11@adventure-works.com,60000,2,Partial College,Professional,1,2,5514 Grant Street,293-555-0151,8/29/2022,10+ Miles
11214,545,MR.,CHARLES,MILLER,5/7/1971,S,M,charles9@adventure-works.com,60000,2,Partial College,Professional,1,2,2719 Little Dr,389-555-0115,1/15/2023,10+ Miles
11215,62,MRS.,ANA,PERRY,6/17/1977,M,F,ana7@adventure-works.com,40000,2,Partial High School,Skilled Manual,1,2,3114 Arlington Way,446-555-0134,7/19/2022,10+ Miles
11216,547,MS.,JASMINE,TORRES,11/17/1971,S,F,jasmine32@adventure-works.com,60000,2,Partial College,Professional,1,2,8328 San Francisco,939-555-0130,1/15/2021,10+ Miles
11217,547,MS.,NATALIE,ADAMS,8/11/1971,S,F,natalie58@adventure-works.com,60000,2,Partial College,Professional,1,2,6592 Bent Tree Lane,300-555-0150,1/10/2021,10+ Miles
11218,642,MS.,OLIVIA,BROWN,9/7/1977,S,F,olivia4@adventure-works.com,60000,2,Partial College,Professional,0,2,3964 Stony Hill Circle,414-555-0147,8/1/2022,2-5 Miles
11219,553,MR.,CHARLES,COOK,5/31/1972,M,M,charles69@adventure-works.com,60000,2,High School,Professional,1,2,6871 Bel Air Dr.,755-555-0111,3/31/2023,10+ Miles
11220,310,MRS.,ERICA,HUANG,2/19/1977,M,F,erica5@adventure-works.com,60000,2,Partial College,Professional,1,1,9142 All Ways Drive,618-555-0157,8/15/2022,10+ Miles
11221,334,MR.,NATHAN,PERRY,12/8/1971,M,M,nathan3@adventure-works.com,70000,4,Partial College,Professional,1,1,9714 Nicholas Drive,271-555-0191,9/8/2022,1-2 Miles
11222,369,MRS.,ALEXANDRA,RIVERA,2/14/1972,M,F,alexandra11@adventure-works.com,80000,3,Bachelors,Management,1,1,4999 Corte Segunda,488-555-0143,4/3/2023,1-2 Miles
11223,52,MS.,HAILEY,PATTERSON,3/15/1973,S,F,hailey30@adventure-works.com,70000,2,High School,Professional,1,2,5045 Vancouver Way,480-555-0126,7/2/2022,2-5 Miles
11224,612,MS.,TIFFANY,LI,3/5/1973,S,F,tiffany3@adventure-works.com,70000,2,High School,Professional,1,2,6404 Del Mar Ave,197-555-0118,1/7/2021,10+ Miles
11225,635,MRS.,MADISON,LEE,2/12/1978,M,F,madison22@adventure-works.com,60000,2,Partial College,Professional,1,1,5927 Seaview Avenue,471-555-0142,11/23/2022,10+ Miles
11226,552,MRS.,SYDNEY,ROSS,9/23/1978,M,F,sydney26@adventure-works.com,60000,2,Partial College,Professional,1,1,5252 Santa Fe,219-555-0146,7/25/2022,2-5 Miles
11227,310,MR.,MARSHALL,CHAVEZ,8/8/1978,S,M,marshall35@adventure-works.com,60000,2,Partial College,Professional,1,2,9022 Estudillo Street,712-555-0116,1/3/2021,10+ Miles
11228,316,MRS.,ASHLEY,JONES,10/16/1972,M,F,ashley3@adventure-works.com,60000,2,Partial College,Professional,1,2,7681 Willow Pass Road,996-555-0169,3/27/2023,10+ Miles
11229,355,MR.,ADRIAN,STEWART,6/1/1973,S,M,adrian21@adventure-works.com,70000,4,Partial College,Professional,1,1,6898 Shaw Rd.,812-555-0122,12/28/2022,10+ Miles
11230,369,MRS.,AMBER,TURNER,9/30/1972,M,F,amber4@adventure-works.com,70000,4,Partial College,Professional,0,2,6345 Ridge Circle,155-555-0131,12/17/2022,2-5 Miles
11231,611,MR.,DENNIS,ZHANG,11/11/1979,M,M,dennis1@adventure-works.com,60000,2,High School,Professional,1,2,3951 Calle Verde Drive,710-555-0134,7/14/2022,10+ Miles
11232,616,MRS.,HAILEY,BRYANT,3/27/1974,M,F,hailey38@adventure-works.com,60000,3,High School,Professional,0,2,2828 Rogers Ave.,156-555-0195,2/21/2023,2-5 Miles
11233,299,MR.,TODD,LI,9/6/1979,M,M,todd5@adventure-works.com,70000,4,Partial College,Professional,1,2,5897 Scottsdale Rd.,680-555-0147,7/12/2022,10+ Miles
11234,337,MS.,ANNA,GRIFFIN,5/19/1974,S,F,anna46@adventure-works.com,70000,4,Partial College,Professional,1,2,7221 Peachwillow Street,965-555-0146,7/12/2022,10+ Miles
11235,607,MR.,ANGEL,STEWART,8/7/1973,M,M,angel24@adventure-works.com,70000,4,Partial College,Professional,1,2,2585 La Salle Ct.,540-555-0122,12/5/2022,10+ Miles
11236,609,MR.,JEREMY,BUTLER,9/2/1973,S,M,jeremy29@adventure-works.com,70000,5,Partial College,Professional,1,2,8811 The Trees Dr.,980-555-0117,3/5/2023,10+ Miles
11237,161,MR.,CLARENCE,ANAND,3/22/1980,S,M,clarence36@adventure-works.com,130000,2,Bachelors,Management,0,4,Welt Platz 6,1 (11) 500 555-0191,2/5/2021,0-1 Miles
11238,232,MS.,MAYRA,PRASAD,2/7/1980,S,F,mayra9@adventure-works.com,130000,2,Bachelors,Management,0,4,1119 Elderwood Dr.,1 (11) 500 555-0116,7/5/2020,0-1 Miles
11239,249,MRS.,LATOYA,GOEL,10/2/1985,M,F,latoya18@adventure-works.com,130000,2,Partial College,Professional,0,2,8154 Pheasant Circle,1 (11) 500 555-0149,7/12/2020,5-10 Miles
11240,273,MRS.,ANNE,HERNANDEZ,6/9/1980,M,F,anne4@adventure-works.com,160000,2,Partial College,Professional,1,4,76 Woodcrest Dr.,1 (11) 500 555-0119,8/1/2020,5-10 Miles
11241,211,MS.,LISA,CAI,4/6/1990,S,F,lisa24@adventure-works.com,100000,2,Partial College,Professional,1,4,"102, rue de Berri",1 (11) 500 555-0125,2/11/2022,5-10 Miles
11242,209,MR.,LARRY,MUNOZ,5/11/1979,M,M,larry9@adventure-works.com,110000,2,Partial College,Professional,1,3,Midi-Couleurs,1 (11) 500 555-0193,2/20/2022,5-10 Miles
11243,237,MRS.,ROBIN,ALVAREZ,4/8/1979,M,F,robin2@adventure-works.com,150000,2,Partial College,Professional,1,3,4086 Emmons Canyon Lane,1 (11) 500 555-0198,7/29/2020,0-1 Miles
11244,267,MS.,ALEXIS,COLEMAN,11/22/1984,S,F,alexis28@adventure-works.com,170000,2,Bachelors,Management,0,3,7140 Camelback Road,1 (11) 500 555-0115,7/24/2020,0-1 Miles
11245,132,MR.,RICKY,VAZQUEZ,4/26/1978,M,M,ricky15@adventure-works.com,120000,3,High School,Professional,0,4,Roßstr 9928,1 (11) 500 555-0147,2/26/2021,5-10 Miles
11246,147,MRS.,LATASHA,RUBIO,4/8/1978,M,F,latasha21@adventure-works.com,120000,3,High School,Professional,0,4,Alderstr 7690,1 (11) 500 555-0178,3/5/2021,5-10 Miles
11247,242,MS.,CLAUDIA,ZHOU,12/4/1977,S,F,claudia7@adventure-works.com,130000,3,Partial College,Professional,0,3,6516 Beauer Lane,1 (11) 500 555-0116,7/27/2020,0-1 Miles
11248,223,MR.,TRISTAN,ALEXANDER,3/22/1982,M,M,tristan19@adventure-works.com,110000,3,Partial College,Professional,1,4,"88, avenue des Champs-Elysées",1 (11) 500 555-0124,12/15/2022,10+ Miles
11249,178,MRS.,CINDY,PATEL,7/9/1982,M,F,cindy3@adventure-works.com,130000,3,Partial College,Professional,1,3,Essener Straße 123,1 (11) 500 555-0149,3/11/2021,0-1 Miles
11250,276,MRS.,SHANNON,LIU,3/8/1982,M,F,shannon4@adventure-works.com,170000,3,High School,Professional,1,2,4185 Keywood Ct.,1 (11) 500 555-0119,8/18/2020,5-10 Miles
11251,50,MR.,XAVIER,LONG,1/1/1954,S,M,xavier51@adventure-works.com,30000,4,High School,Professional,0,2,9245 Dantley Way,243-555-0114,3/20/2023,5-10 Miles
11252,335,MR.,NICHOLAS,THOMPSON,12/5/1953,S,M,nicholas16@adventure-works.com,90000,3,Graduate Degree,Management,1,1,504 O St.,377-555-0147,1/14/2021,2-5 Miles
11253,69,MR.,JOSÉ,HERNANDEZ,8/24/1965,M,M,josé54@adventure-works.com,60000,2,Graduate Degree,Management,1,2,5703 Donald Dr.,712-555-0130,8/2/2022,1-2 Miles
11254,612,MR.,JOHNATHAN,VANCE,8/31/1954,M,M,johnathan5@adventure-works.com,70000,4,Graduate Degree,Management,1,2,9430 Versailles Pl,494-555-0166,4/25/2023,5-10 Miles
11255,612,MR.,COLIN,LIN,10/2/1954,M,M,colin8@adventure-works.com,70000,4,Graduate Degree,Management,1,2,6083 San Jose,599-555-0132,7/27/2022,5-10 Miles
11256,626,MRS.,KATELYN,HERNANDEZ,3/20/1955,M,F,katelyn42@adventure-works.com,70000,4,Graduate Degree,Management,1,2,7496 Deerfield Dr.,249-555-0116,9/16/2022,5-10 Miles
11257,345,MS.,JACQUELINE,POWELL,7/6/1954,S,F,jacqueline9@adventure-works.com,120000,1,Graduate Degree,Management,1,4,4076 Northwood Dr,796-555-0111,1/24/2021,2-5 Miles
11258,352,MR.,XAVIER,HILL,12/26/1954,M,M,xavier26@adventure-works.com,120000,1,Graduate Degree,Management,1,4,2707 Virgil Street,559-555-0149,10/22/2022,2-5 Miles
11259,548,MRS.,VICTORIA,STEWART,9/24/1986,M,F,victoria24@adventure-works.com,100000,4,Partial College,Professional,1,4,3623 Barquentine Court,230-555-0139,2/4/2021,2-5 Miles
11260,302,MRS.,KATELYN,KELLY,4/8/1992,M,F,katelyn1@adventure-works.com,110000,2,Bachelors,Management,1,3,7085 Solano Drive,507-555-0132,7/9/2022,2-5 Miles
11261,359,MRS.,STEPHANIE,COLLINS,10/22/1986,M,F,stephanie52@adventure-works.com,130000,1,Graduate Degree,Management,1,1,2868 Central Avenue,209-555-0173,2/27/2021,0-1 Miles
11262,60,MRS.,JENNIFER,SIMMONS,5/1/1991,M,F,jennifer88@adventure-works.com,80000,4,Bachelors,Management,1,0,7959 Mt. Wilson Way,148-555-0115,7/31/2022,0-1 Miles
11263,612,MRS.,TRINITY,RICHARDSON,3/11/1986,M,F,trinity9@adventure-works.com,90000,5,Partial College,Professional,1,3,3063 Blue Jay Drive,111-555-0116,1/29/2021,2-5 Miles
11264,618,MR.,EDUARDO,MARTIN,12/15/1985,S,M,eduardo13@adventure-works.com,90000,5,Partial College,Professional,0,3,5137 Pheasant Court,342-555-0195,6/5/2022,0-1 Miles
11265,623,MRS.,ELIZABETH,JONES,1/10/1986,M,F,elizabeth7@adventure-works.com,90000,5,Partial College,Professional,1,3,2253 Firestone Dr.,941-555-0110,6/6/2022,0-1 Miles
11266,632,MS.,TAYLOR,HOWARD,11/2/1985,S,F,taylor14@adventure-works.com,90000,0,Partial College,Professional,0,1,7396 Stratton Circle,162-555-0131,2/10/2021,5-10 Miles
11267,302,MR.,DAVID,DIAZ,9/29/1991,S,M,david55@adventure-works.com,120000,4,Partial College,Professional,1,4,2075 Browse Ct,613-555-0119,2/17/2021,2-5 Miles
11268,312,MRS.,KATELYN,CARTER,10/31/1985,M,F,katelyn33@adventure-works.com,130000,2,Graduate Degree,Management,1,2,3050 Monte Cresta Avenue,103-555-0195,10/30/2022,1-2 Miles
11269,314,MR.,RYAN,FOSTER,10/10/1991,M,M,ryan19@adventure-works.com,130000,2,Graduate Degree,Management,1,2,5376 Sahara Drive,961-555-0133,1/23/2023,0-1 Miles
11270,334,MR.,ROBERT,LEE,5/1/1991,M,M,robert82@adventure-works.com,130000,2,Graduate Degree,Management,1,3,5461 Camino Verde Ct.,447-555-0174,2/10/2021,0-1 Miles
11271,360,MS.,DANIELLE,REED,12/3/1985,S,F,danielle23@adventure-works.com,150000,2,Bachelors,Management,0,4,6683 Carrick Ct,136-555-0114,2/27/2021,1-2 Miles
11272,300,MS.,LAUREN,MARTINEZ,5/10/1978,S,F,lauren35@adventure-works.com,70000,4,Partial College,Professional,1,0,4357 Tosca Way,977-555-0117,2/19/2021,5-10 Miles
11273,331,MR.,NATHAN,LAL,3/31/1978,M,M,nathan26@adventure-works.com,90000,2,Partial College,Professional,1,0,7064 Cypress Ave,147-555-0121,10/15/2022,10+ Miles
